"","komitet","procent"
"1","Liczba wyborców",2173
"2","Liczba kart oddanych",989
"3","Liczba głosów ważnych",786
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.3
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",37.79
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.38
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",21.88
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.27
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.02
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.25
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.25
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.76
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.89
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.65
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.25
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.02
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.27
