"","komitet","procent"
"1","Liczba wyborców",1900
"2","Liczba kart oddanych",886
"3","Liczba głosów ważnych",837
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",27.48
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.03
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.48
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.71
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.54
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.19
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.24
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.72
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.75
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.36
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.08
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.36
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.08
