"","komitet","procent"
"1","Liczba wyborców",891
"2","Liczba kart oddanych",486
"3","Liczba głosów ważnych",406
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",8.13
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",53.45
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.23
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",15.76
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.02
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.25
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.99
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.74
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.99
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.25
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.99
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.25
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.97
