"","komitet","procent"
"1","Liczba wyborców",1129
"2","Liczba kart oddanych",417
"3","Liczba głosów ważnych",391
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.83
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.53
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.77
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",48.85
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.11
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.77
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.28
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.77
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.3
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.51
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.51
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.77
