"","komitet","procent"
"1","Liczba wyborców",981
"2","Liczba kart oddanych",605
"3","Liczba głosów ważnych",427
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.46
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",63.93
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.47
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",3.04
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",10.77
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.94
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.7
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.7
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.7
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.17
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.7
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.94
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.47
