"","komitet","procent"
"1","Liczba wyborców",1384
"2","Liczba kart oddanych",884
"3","Liczba głosów ważnych",757
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",4.76
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",75.83
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.13
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.11
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",14.13
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.79
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.13
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.26
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.19
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.26
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.26
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.13
