"","komitet","procent"
"1","Liczba wyborców",865
"2","Liczba kart oddanych",535
"3","Liczba głosów ważnych",358
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.06
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",59.78
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.28
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",2.51
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",15.92
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.68
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.68
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.12
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.84
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.23
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.28
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.96
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.56
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.28
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.84
