"","komitet","procent"
"1","Liczba wyborców",1391
"2","Liczba kart oddanych",863
"3","Liczba głosów ważnych",682
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.44
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",73.46
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.29
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",3.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",8.36
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.59
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.59
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.29
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.29
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.44
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.15
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.44
