"","komitet","procent"
"1","Liczba wyborców",1601
"2","Liczba kart oddanych",775
"3","Liczba głosów ważnych",698
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.76
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",5.3
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.57
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",49.43
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.06
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.43
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.57
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.86
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.44
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.72
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.72
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.72
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.43
