"","komitet","procent"
"1","Liczba wyborców",2133
"2","Liczba kart oddanych",989
"3","Liczba głosów ważnych",949
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.17
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.48
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.26
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",49.32
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",22.55
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.26
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.21
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",6.53
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.21
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.74
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.21
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.05
