"","komitet","procent"
"1","Liczba wyborców",66
"2","Liczba kart oddanych",48
"3","Liczba głosów ważnych",37
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.81
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",24.32
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",2.7
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",24.32
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.32
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.7
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",2.7
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",2.7
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",5.41
