"","komitet","procent"
"1","Liczba wyborców",1302
"2","Liczba kart oddanych",697
"3","Liczba głosów ważnych",671
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",21.31
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.79
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.04
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.15
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29.06
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.89
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.3
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.19
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.73
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.15
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.6
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.3
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.49
