"","komitet","procent"
"1","Liczba wyborców",1592
"2","Liczba kart oddanych",746
"3","Liczba głosów ważnych",701
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.84
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.56
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.14
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",36.23
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",35.24
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.57
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.57
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.57
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.99
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.14
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.14
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.86
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.14
