"","komitet","procent"
"1","Liczba wyborców",1735
"2","Liczba kart oddanych",720
"3","Liczba głosów ważnych",675
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.93
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.74
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.04
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",42.07
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.67
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.44
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.04
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.3
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.22
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.59
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.89
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.74
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.33
