"","komitet","procent"
"1","Liczba wyborców",1692
"2","Liczba kart oddanych",672
"3","Liczba głosów ważnych",579
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.86
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",30.74
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.86
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",18.31
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",22.28
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.35
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.52
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.17
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.69
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.25
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.55
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.35
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.86
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.21
