"","komitet","procent"
"1","Liczba wyborców",1180
"2","Liczba kart oddanych",485
"3","Liczba głosów ważnych",461
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.7
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.69
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.65
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.18
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29.5
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.74
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.22
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.9
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.65
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.52
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.52
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.74
