"","komitet","procent"
"1","Liczba wyborców",1871
"2","Liczba kart oddanych",904
"3","Liczba głosów ważnych",869
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.68
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.61
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.35
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.99
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",26.01
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.58
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.35
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.58
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.11
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.12
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.81
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.35
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.5
