"","komitet","procent"
"1","Liczba wyborców",1724
"2","Liczba kart oddanych",1011
"3","Liczba głosów ważnych",967
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",26.37
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.48
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.21
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",43.02
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.72
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.31
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.52
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.83
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.93
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.1
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.52
