"","komitet","procent"
"1","Liczba wyborców",2006
"2","Liczba kart oddanych",930
"3","Liczba głosów ważnych",887
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.37
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.45
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",50.06
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.8
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.69
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.11
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.68
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.27
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.23
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.9
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.68
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.24
