"","komitet","procent"
"1","Liczba wyborców",1561
"2","Liczba kart oddanych",748
"3","Liczba głosów ważnych",719
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.6
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.36
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.42
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",50.21
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.23
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.25
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.28
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.92
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.56
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.09
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.56
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.97
