"","komitet","procent"
"1","Liczba wyborców",2169
"2","Liczba kart oddanych",1114
"3","Liczba głosów ważnych",1047
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.38
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.39
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.38
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",51.19
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.4
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.24
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.1
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.29
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.25
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.76
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.76
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.29
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.57
