"","komitet","procent"
"1","Liczba wyborców",1295
"2","Liczba kart oddanych",536
"3","Liczba głosów ważnych",509
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",9.82
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.91
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.2
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",65.62
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",11.98
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.79
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.2
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.59
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.54
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.2
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.57
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.39
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.2
