"","komitet","procent"
"1","Liczba wyborców",1454
"2","Liczba kart oddanych",715
"3","Liczba głosów ważnych",679
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",23.86
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.24
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.44
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",40.35
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.56
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",2.21
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.15
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.03
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.65
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.15
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.74
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.29
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.33
