"","komitet","procent"
"1","Liczba wyborców",1623
"2","Liczba kart oddanych",621
"3","Liczba głosów ważnych",568
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.31
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.58
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.7
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",42.08
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.63
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.7
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.7
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.7
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.29
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.53
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.35
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.35
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.06
