"","komitet","procent"
"1","Liczba wyborców",1977
"2","Liczba kart oddanych",1127
"3","Liczba głosów ważnych",1056
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",7.95
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.7
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.38
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",52.56
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.56
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.42
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.85
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.47
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.68
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.19
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.47
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.28
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.47
