"","komitet","procent"
"1","Liczba wyborców",44
"2","Liczba kart oddanych",31
"3","Liczba głosów ważnych",23
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",34.78
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",8.7
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",21.74
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.04
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",4.35
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",4.35
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",8.7
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",4.35
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
