"","komitet","procent"
"1","Liczba wyborców",234
"2","Liczba kart oddanych",114
"3","Liczba głosów ważnych",83
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.84
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.2
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",67.47
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",3.61
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.61
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.2
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.2
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.2
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",9.64
