"","komitet","procent"
"1","Liczba wyborców",1466
"2","Liczba kart oddanych",528
"3","Liczba głosów ważnych",480
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",18.12
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.96
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.67
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",36.88
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.83
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.42
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.62
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.88
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.42
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.29
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.42
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.5
