"","komitet","procent"
"1","Liczba wyborców",1256
"2","Liczba kart oddanych",651
"3","Liczba głosów ważnych",595
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",23.53
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.87
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.85
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",36.13
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.54
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.34
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.17
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.71
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.85
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.5
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.51
