"","komitet","procent"
"1","Liczba wyborców",875
"2","Liczba kart oddanych",373
"3","Liczba głosów ważnych",350
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",26
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.71
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",31.14
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",33.71
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.86
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.14
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.86
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.57
