"","komitet","procent"
"1","Liczba wyborców",1299
"2","Liczba kart oddanych",499
"3","Liczba głosów ważnych",467
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",28.05
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.07
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.86
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",30.41
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.48
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.43
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.43
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.86
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.93
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.21
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.57
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.86
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.86
