"","komitet","procent"
"1","Liczba wyborców",2109
"2","Liczba kart oddanych",1146
"3","Liczba głosów ważnych",988
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.56
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",22.06
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.3
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",25.71
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.06
"9","KOMITET WYBORCZY NARODOWEGO ODRODZENIA POLSKI",0
"10","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.21
"11","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.51
"12","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.71
"13","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.2
"14","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.53
"15","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.1
"16","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.62
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.3
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.11
