"","komitet","procent"
"1","Liczba wyborców",496
"2","Liczba kart oddanych",291
"3","Liczba głosów ważnych",171
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.45
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",67.25
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.58
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",1.17
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",9.36
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.58
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.75
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.17
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.75
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.58
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.34
