"","komitet","procent"
"1","Liczba wyborców",661
"2","Liczba kart oddanych",403
"3","Liczba głosów ważnych",304
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",7.89
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",68.75
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",3.29
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",4.61
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",10.86
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.33
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",1.32
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.33
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.99
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.99
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.66
