"","teryt","wojewodztwo"," kodgminy","gmina","typ","obwod","wyborcy","oddane","wazne","sld","psl","ppp","po","pis","nop","pr"
"1",140000,"mazowieckie",146101,"Ostrołęka","miasto",1,2094,1012,852,15.73,14.79,0.82,23.59,39.55,0.94,0.59
"2",140000,"mazowieckie",146101,"Ostrołęka","miasto",2,1146,577,524,15.65,17.37,0.19,25,36.07,0.57,1.15
"3",140000,"mazowieckie",146101,"Ostrołęka","miasto",3,2012,978,845,18.82,15.74,0.12,28.64,31.36,0.95,0.47
"4",140000,"mazowieckie",146101,"Ostrołęka","miasto",4,2077,1022,907,14.44,16.32,0.44,26.46,36.82,0.22,0.88
"5",140000,"mazowieckie",146101,"Ostrołęka","miasto",5,1915,829,692,17.49,18.21,1.01,19.94,38.73,0.58,0.29
"6",140000,"mazowieckie",146101,"Ostrołęka","miasto",6,2011,855,719,23.64,15.58,0.42,20.03,35.19,0.56,0.97
"7",140000,"mazowieckie",146101,"Ostrołęka","miasto",7,1924,883,784,19.01,14.41,1.02,21.3,35.2,0.77,2.81
"8",140000,"mazowieckie",146101,"Ostrołęka","miasto",8,1874,843,752,18.35,18.22,0.53,23.27,32.71,1.46,0.8
"9",140000,"mazowieckie",146101,"Ostrołęka","miasto",9,1254,657,570,15.26,14.04,0.18,29.65,35.79,0.18,0.35
"10",140000,"mazowieckie",146101,"Ostrołęka","miasto",10,1650,696,566,27.03,16.25,0.18,20.67,27.03,0.71,2.47
"11",140000,"mazowieckie",146101,"Ostrołęka","miasto",11,1636,743,653,18.99,15.31,0.31,23.58,37.21,0.46,0.77
"12",140000,"mazowieckie",146101,"Ostrołęka","miasto",12,795,342,296,28.38,17.57,1.69,22.97,25.68,0.34,1.01
"13",140000,"mazowieckie",146101,"Ostrołęka","miasto",13,1792,797,740,19.32,16.76,0.54,25.54,32.7,1.08,0.68
"14",140000,"mazowieckie",146101,"Ostrołęka","miasto",14,2086,897,782,18.54,18.54,0.64,29.03,28.39,0.77,0.38
"15",140000,"mazowieckie",146101,"Ostrołęka","miasto",15,2150,933,835,18.08,18.08,0.36,28.14,29.46,0.12,0.96
"16",140000,"mazowieckie",146101,"Ostrołęka","miasto",16,2020,1053,985,15.74,23.35,0.2,26.19,31.57,0.2,0.61
"17",140000,"mazowieckie",146101,"Ostrołęka","miasto",17,2086,936,860,15.58,19.77,0.47,27.44,30.81,0.7,0.58
"18",140000,"mazowieckie",146101,"Ostrołęka","miasto",18,2374,1170,1056,13.26,17.99,0.76,29.07,32.29,1.23,0.47
"19",140000,"mazowieckie",146101,"Ostrołęka","miasto",19,2266,1086,984,13.92,21.44,0.1,28.35,31.61,0.41,0.91
"20",140000,"mazowieckie",146101,"Ostrołęka","miasto",20,2221,1035,911,17.89,17.01,0.22,27.66,31.39,0.33,0.11
"21",140000,"mazowieckie",146101,"Ostrołęka","miasto",21,2198,1047,925,17.3,15.68,0.32,20.32,42.49,0.54,0.43
"22",140000,"mazowieckie",146101,"Ostrołęka","miasto",22,1433,710,637,21.66,18.52,1.1,22.14,32.81,0.94,0.47
"23",140000,"mazowieckie",146101,"Ostrołęka","miasto",23,1179,562,525,15.81,19.43,0,30.1,28.95,0.57,0.76
"24",140000,"mazowieckie",146101,"Ostrołęka","miasto",24,637,375,324,15.74,28.09,0,20.37,31.17,0,1.23
"25",140000,"mazowieckie",146101,"Ostrołęka","miasto",25,177,126,97,25.77,18.56,2.06,11.34,27.84,0,0
"26",140000,"mazowieckie",146101,"Ostrołęka","miasto",26,16,16,14,28.57,14.29,7.14,0,42.86,7.14,0
"27",140000,"mazowieckie",146101,"Ostrołęka","miasto",27,16,4,4,50,0,0,0,50,0,0
"28",140000,"mazowieckie",146101,"Ostrołęka","miasto",28,16,5,2,50,50,0,0,0,0,0
"29",140000,"mazowieckie",146101,"Ostrołęka","miasto",29,81,48,41,29.27,21.95,2.44,24.39,17.07,0,0
"30",140000,"mazowieckie",146201,"Płock","miasto",1,1221,591,531,10.73,48.78,0.38,20.34,12.62,0.38,0.94
"31",140000,"mazowieckie",146201,"Płock","miasto",2,2125,845,714,19.19,29.55,0.84,21.85,22.55,0.56,0.7
"32",140000,"mazowieckie",146201,"Płock","miasto",3,1460,599,528,20.08,30.68,0.38,20.27,22.35,1.33,0.57
"33",140000,"mazowieckie",146201,"Płock","miasto",4,1599,606,514,20.04,28.02,0.39,21.6,23.54,0.19,0.78
"34",140000,"mazowieckie",146201,"Płock","miasto",5,1221,585,513,17.74,35.09,0.19,23.59,19.49,0.19,1.17
"35",140000,"mazowieckie",146201,"Płock","miasto",6,1128,452,399,18.05,35.84,0.25,20.8,20.55,0.25,0.25
"36",140000,"mazowieckie",146201,"Płock","miasto",7,1692,672,579,19.86,30.74,0.86,18.31,22.28,0.35,0.52
"37",140000,"mazowieckie",146201,"Płock","miasto",8,1069,430,349,20.63,42.69,0.86,13.18,12.32,0.57,1.43
"38",140000,"mazowieckie",146201,"Płock","miasto",9,1782,692,572,18.01,31.99,0.7,20.1,20.98,0.35,0.87
"39",140000,"mazowieckie",146201,"Płock","miasto",10,1069,430,349,20.63,42.69,0.86,13.18,12.32,0.57,1.43
"40",140000,"mazowieckie",146201,"Płock","miasto",11,1324,548,458,23.58,36.24,1.09,17.25,17.03,0.22,0
"41",140000,"mazowieckie",146201,"Płock","miasto",12,1226,659,556,13.31,35.07,0.9,16.91,27.88,0.54,0.36
"42",140000,"mazowieckie",146201,"Płock","miasto",13,1731,764,670,13.73,30.75,0.75,24.03,25.37,0.45,0.75
"43",140000,"mazowieckie",146201,"Płock","miasto",14,1829,844,775,16,30.84,0.52,24.13,23.35,0.39,0.9
"44",140000,"mazowieckie",146201,"Płock","miasto",15,1687,797,707,16.69,31.68,0.71,25.6,19.52,0.42,0.85
"45",140000,"mazowieckie",146201,"Płock","miasto",16,1625,768,688,17.73,35.9,0.29,19.33,21.37,0.15,1.16
"46",140000,"mazowieckie",146201,"Płock","miasto",17,1783,817,746,15.82,35.52,0.67,23.46,19.71,0.8,0.8
"47",140000,"mazowieckie",146201,"Płock","miasto",18,1380,662,588,15.14,30.95,0.51,22.96,25.85,0.51,0.34
"48",140000,"mazowieckie",146201,"Płock","miasto",19,596,258,238,15.55,31.09,0.42,22.27,23.95,1.68,0.84
"49",140000,"mazowieckie",146201,"Płock","miasto",20,1249,621,567,20.81,30.69,0.18,22.4,19.75,0.18,0.18
"50",140000,"mazowieckie",146201,"Płock","miasto",21,1284,595,530,16.79,27.36,0.38,23.77,24.34,0.75,0.57
"51",140000,"mazowieckie",146201,"Płock","miasto",22,1782,798,735,18.37,35.51,0.54,20.27,18.37,0.95,1.5
"52",140000,"mazowieckie",146201,"Płock","miasto",23,252,150,125,4,60.8,1.6,8,17.6,0,6.4
"53",140000,"mazowieckie",146201,"Płock","miasto",24,1233,520,410,17.32,35.61,0.98,18.05,20.24,0.49,0.24
"54",140000,"mazowieckie",146201,"Płock","miasto",25,1384,565,466,21.03,31.76,0.64,19.74,18.03,1.72,0.43
"55",140000,"mazowieckie",146201,"Płock","miasto",26,817,339,242,19.42,38.84,1.24,21.07,10.74,1.24,0.41
"56",140000,"mazowieckie",146201,"Płock","miasto",27,1325,580,540,14.26,37.96,0.37,20.74,20.93,0.56,2.22
"57",140000,"mazowieckie",146201,"Płock","miasto",28,1527,698,621,17.71,35.43,1.13,21.1,19.65,0.16,0.48
"58",140000,"mazowieckie",146201,"Płock","miasto",29,1493,659,597,17.76,31.83,1.17,20.77,23.79,0.34,0.67
"59",140000,"mazowieckie",146201,"Płock","miasto",30,2117,979,885,13.9,32.43,0.56,20,25.42,0.56,0.68
"60",140000,"mazowieckie",146201,"Płock","miasto",31,916,414,380,18.42,32.37,1.32,21.32,20.26,0.53,1.58
"61",140000,"mazowieckie",146201,"Płock","miasto",32,1389,639,575,17.39,32,0.35,24.7,20,0.7,1.39
"62",140000,"mazowieckie",146201,"Płock","miasto",33,2144,1036,937,18.68,32.98,0.32,20.92,21.13,0.43,1.17
"63",140000,"mazowieckie",146201,"Płock","miasto",34,1431,660,609,16.42,37.77,0.49,20.53,20.69,0.16,1.31
"64",140000,"mazowieckie",146201,"Płock","miasto",35,2017,1002,916,18.45,36.9,0.44,17.58,19.76,0.44,1.2
"65",140000,"mazowieckie",146201,"Płock","miasto",36,1227,539,483,14.29,37.27,0,19.88,21.95,0,1.66
"66",140000,"mazowieckie",146201,"Płock","miasto",37,1270,611,542,15.68,35.98,0.55,20.48,21.96,1.48,0
"67",140000,"mazowieckie",146201,"Płock","miasto",38,1772,847,776,15.98,36.21,0,18.81,24.36,0.13,0.9
"68",140000,"mazowieckie",146201,"Płock","miasto",39,1571,728,654,18.5,35.63,0.76,20.49,19.57,0.15,0.15
"69",140000,"mazowieckie",146201,"Płock","miasto",40,2050,972,901,13.87,38.85,0.33,22.09,20.42,0.33,0.22
"70",140000,"mazowieckie",146201,"Płock","miasto",41,1564,736,677,13.59,33.09,0.59,23.63,22.45,0.89,0.89
"71",140000,"mazowieckie",146201,"Płock","miasto",42,1849,826,768,12.5,37.11,0.65,20.31,22.92,0.13,1.04
"72",140000,"mazowieckie",146201,"Płock","miasto",43,1833,866,806,9.68,34.12,0.25,21.46,29.28,0,1.24
"73",140000,"mazowieckie",146201,"Płock","miasto",44,1909,978,924,15.37,34.85,0.97,20.89,22.51,0.43,0.87
"74",140000,"mazowieckie",146201,"Płock","miasto",45,1439,655,603,16.92,33.17,0.5,20.07,21.56,0.33,0.83
"75",140000,"mazowieckie",146201,"Płock","miasto",46,1394,695,620,20,29.84,0.32,24.35,21.13,0.16,0.48
"76",140000,"mazowieckie",146201,"Płock","miasto",47,1084,475,448,14.51,32.81,0.22,20.54,24.11,0.45,0.45
"77",140000,"mazowieckie",146201,"Płock","miasto",48,1229,543,482,24.48,29.88,0.62,23.24,16.18,0.21,0.62
"78",140000,"mazowieckie",146201,"Płock","miasto",49,1194,560,483,16.98,31.68,1.86,16.77,25.67,0.62,1.66
"79",140000,"mazowieckie",146201,"Płock","miasto",50,1553,745,652,11.81,38.8,0.61,26.38,17.18,0.61,0.61
"80",140000,"mazowieckie",146201,"Płock","miasto",51,2263,1090,1002,13.27,36.73,0.7,26.75,16.37,0.3,0.6
"81",140000,"mazowieckie",146201,"Płock","miasto",52,1943,1015,954,14.36,35.32,0.73,31.55,13.73,0.31,0.42
"82",140000,"mazowieckie",146201,"Płock","miasto",53,1910,957,911,14.82,40.5,0.33,23.93,14.93,0.55,0.99
"83",140000,"mazowieckie",146201,"Płock","miasto",54,2197,1085,1002,13.97,32.73,0.7,26.55,20.86,0.1,0.2
"84",140000,"mazowieckie",146201,"Płock","miasto",55,2368,1074,1013,14.12,33.46,0.39,26.65,21.52,0.2,0.79
"85",140000,"mazowieckie",146201,"Płock","miasto",56,1896,808,723,17.43,37.48,0.28,24.48,15.91,0.41,0.28
"86",140000,"mazowieckie",146201,"Płock","miasto",57,2044,1157,1054,8.82,42.79,0.38,20.87,23.34,0.28,0.76
"87",140000,"mazowieckie",146201,"Płock","miasto",58,1699,802,707,11.32,40.45,0.85,19.66,22.63,0.14,0.71
"88",140000,"mazowieckie",146201,"Płock","miasto",59,1304,692,615,10.41,43.58,0.98,18.7,19.84,0.98,0.98
"89",140000,"mazowieckie",146201,"Płock","miasto",60,1693,816,723,10.1,44.4,0.55,13.42,23.37,0.55,1.24
"90",140000,"mazowieckie",146201,"Płock","miasto",61,1623,798,686,9.18,44.17,0.29,12.24,27.84,0.73,0.15
"91",140000,"mazowieckie",146201,"Płock","miasto",62,1259,748,641,10.3,42.75,0.31,18.72,16.22,0.78,5.46
"92",140000,"mazowieckie",146201,"Płock","miasto",63,891,486,406,8.13,53.45,1.23,15.76,15.02,0.25,0.99
"93",140000,"mazowieckie",146201,"Płock","miasto",64,1194,560,483,16.98,31.68,1.86,16.77,25.67,0.62,1.66
"94",140000,"mazowieckie",146201,"Płock","miasto",65,1553,745,652,11.81,38.8,0.61,26.38,17.18,0.61,0.61
"95",140000,"mazowieckie",146201,"Płock","miasto",66,845,441,413,6.3,36.56,0,34.38,16.46,0.24,1.21
"96",140000,"mazowieckie",146201,"Płock","miasto",67,66,38,28,28.57,39.29,0,14.29,14.29,3.57,0
"97",140000,"mazowieckie",146201,"Płock","miasto",68,162,98,86,20.93,31.4,2.33,10.47,23.26,4.65,2.33
"98",140000,"mazowieckie",146201,"Płock","miasto",69,98,44,36,27.78,22.22,0,41.67,0,0,2.78
"99",140000,"mazowieckie",146301,"Radom","miasto",1,1198,383,362,16.85,7.73,0.55,27.9,37.29,0,3.59
"100",140000,"mazowieckie",146301,"Radom","miasto",2,1157,472,439,12.07,10.93,0,27.79,37.81,0.23,4.33
"101",140000,"mazowieckie",146301,"Radom","miasto",3,1443,581,547,16.45,5.3,0.18,31.08,34.92,0.18,5.48
"102",140000,"mazowieckie",146301,"Radom","miasto",4,1007,369,337,13.35,7.72,0,30.86,37.39,0.3,5.04
"103",140000,"mazowieckie",146301,"Radom","miasto",5,1304,503,474,13.08,8.02,0.21,34.18,32.28,0,4.01
"104",140000,"mazowieckie",146301,"Radom","miasto",6,1204,522,495,16.16,7.68,0.4,29.7,33.94,0.2,6.06
"105",140000,"mazowieckie",146301,"Radom","miasto",7,1007,369,337,13.35,7.72,0,30.86,37.39,0.3,5.04
"106",140000,"mazowieckie",146301,"Radom","miasto",8,865,273,249,18.88,4.42,0.8,31.33,33.33,0,1.2
"107",140000,"mazowieckie",146301,"Radom","miasto",9,746,291,275,9.09,7.27,2.18,34.55,39.64,0,1.45
"108",140000,"mazowieckie",146301,"Radom","miasto",10,2166,865,807,14.87,7.43,0.37,32.96,33.09,0.25,3.59
"109",140000,"mazowieckie",146301,"Radom","miasto",11,860,351,310,16.77,10.65,0.97,28.39,30.97,0.32,6.13
"110",140000,"mazowieckie",146301,"Radom","miasto",12,546,142,124,16.94,5.65,0,20.97,40.32,0.81,4.03
"111",140000,"mazowieckie",146301,"Radom","miasto",13,1837,734,701,17.4,8.56,0.57,27.96,34.09,0.14,4.71
"112",140000,"mazowieckie",146301,"Radom","miasto",14,2018,947,892,22.98,9.64,0.22,26.23,28.59,0.22,6.95
"113",140000,"mazowieckie",146301,"Radom","miasto",15,1321,639,585,12.65,9.23,0.17,29.57,40,0,2.56
"114",140000,"mazowieckie",146301,"Radom","miasto",16,2065,950,889,17.21,8.89,0.45,29.13,34.87,0.11,4.5
"115",140000,"mazowieckie",146301,"Radom","miasto",17,1248,551,508,20.87,9.65,0.39,26.57,31.3,0.2,3.94
"116",140000,"mazowieckie",146301,"Radom","miasto",18,1866,738,670,16.27,9.4,0.3,24.93,37.01,0.6,2.69
"117",140000,"mazowieckie",146301,"Radom","miasto",19,1623,692,646,19.04,9.13,0.15,24.15,36.22,0.15,4.33
"118",140000,"mazowieckie",146301,"Radom","miasto",20,1128,344,319,14.11,8.15,0.31,32.6,37.3,0.31,1.57
"119",140000,"mazowieckie",146301,"Radom","miasto",21,1167,452,433,16.17,7.85,1.15,26.79,37.41,0.46,3.23
"120",140000,"mazowieckie",146301,"Radom","miasto",22,1053,417,378,14.81,11.9,0.53,29.1,32.8,0.26,2.38
"121",140000,"mazowieckie",146301,"Radom","miasto",23,2396,1077,1014,16.07,9.47,0.69,29.68,33.93,0.2,3.65
"122",140000,"mazowieckie",146301,"Radom","miasto",24,1730,849,803,20.17,8.84,0,27.77,34.87,0.5,1.74
"123",140000,"mazowieckie",146301,"Radom","miasto",25,1909,874,817,15.06,8.94,0.37,30.84,35.01,0.24,2.94
"124",140000,"mazowieckie",146301,"Radom","miasto",26,1993,817,756,13.62,8.73,0.13,31.08,35.85,0.13,4.5
"125",140000,"mazowieckie",146301,"Radom","miasto",27,1203,423,392,19.39,11.73,0.77,23.98,34.44,0.51,2.3
"126",140000,"mazowieckie",146301,"Radom","miasto",28,2177,1011,941,12.01,8.71,0,30.18,35.92,0.11,3.19
"127",140000,"mazowieckie",146301,"Radom","miasto",29,1847,858,811,13.81,7.89,0.37,26.02,42.42,0.62,3.95
"128",140000,"mazowieckie",146301,"Radom","miasto",30,1707,777,741,18.35,9.31,0.27,30.23,30.77,0.27,1.75
"129",140000,"mazowieckie",146301,"Radom","miasto",31,2021,904,829,18.7,8.32,0.84,24.13,39.69,0.24,1.93
"130",140000,"mazowieckie",146301,"Radom","miasto",32,1537,661,606,16.17,8.58,0.5,27.23,40.59,0.17,2.31
"131",140000,"mazowieckie",146301,"Radom","miasto",33,2246,984,916,13.21,9.39,0.33,27.62,37.45,0.44,3.06
"132",140000,"mazowieckie",146301,"Radom","miasto",34,1580,613,571,21.89,7.18,0.7,30.3,32.75,0.35,1.93
"133",140000,"mazowieckie",146301,"Radom","miasto",35,1588,604,552,15.94,7.97,0.54,26.99,38.04,0,2.9
"134",140000,"mazowieckie",146301,"Radom","miasto",36,2230,934,880,15.11,9.66,0.23,26.93,38.41,0.45,3.64
"135",140000,"mazowieckie",146301,"Radom","miasto",37,166,66,51,31.37,21.57,1.96,11.76,25.49,0,3.92
"136",140000,"mazowieckie",146301,"Radom","miasto",38,1793,679,631,12.04,8.87,0,25.67,43.26,0.32,1.9
"137",140000,"mazowieckie",146301,"Radom","miasto",39,1287,429,398,7.04,6.53,1.01,16.08,59.8,0,3.02
"138",140000,"mazowieckie",146301,"Radom","miasto",40,1669,644,615,10.08,11.54,0.98,28.78,36.42,0,3.41
"139",140000,"mazowieckie",146301,"Radom","miasto",41,1669,644,615,10.08,11.54,0.98,28.78,36.42,0,3.41
"140",140000,"mazowieckie",146301,"Radom","miasto",42,1755,662,605,14.55,9.59,0.83,26.45,37.85,0.5,4.13
"141",140000,"mazowieckie",146301,"Radom","miasto",43,2024,798,741,11.74,10.53,0.94,25.91,41.43,0.27,2.43
"142",140000,"mazowieckie",146301,"Radom","miasto",44,1139,383,367,21.25,9.26,0.54,30.79,29.7,0,1.09
"143",140000,"mazowieckie",146301,"Radom","miasto",45,2007,799,758,10.03,8.71,1.19,26.25,41.69,0.13,4.22
"144",140000,"mazowieckie",146301,"Radom","miasto",46,2007,799,758,10.03,8.71,1.19,26.25,41.69,0.13,4.22
"145",140000,"mazowieckie",146301,"Radom","miasto",47,1868,693,616,14.12,12.82,0.65,20.78,42.53,0.49,2.11
"146",140000,"mazowieckie",146301,"Radom","miasto",48,2228,780,730,9.04,10.96,0.41,14.38,42.74,0.27,15.21
"147",140000,"mazowieckie",146301,"Radom","miasto",49,791,277,252,11.11,12.3,0.79,25,37.7,0.4,2.38
"148",140000,"mazowieckie",146301,"Radom","miasto",50,2228,780,730,9.04,10.96,0.41,14.38,42.74,0.27,15.21
"149",140000,"mazowieckie",146301,"Radom","miasto",51,1628,770,723,15.08,11.2,0.14,30.98,33.61,0.55,2.07
"150",140000,"mazowieckie",146301,"Radom","miasto",52,1109,488,449,20.27,10.69,0.67,29.62,33.41,0.22,1.78
"151",140000,"mazowieckie",146301,"Radom","miasto",53,1836,895,844,13.63,11.49,0,31.4,32.11,0.59,4.86
"152",140000,"mazowieckie",146301,"Radom","miasto",54,1796,843,772,17.23,11.14,0.26,26.81,35.62,0.65,2.07
"153",140000,"mazowieckie",146301,"Radom","miasto",55,1796,843,772,17.23,11.14,0.26,26.81,35.62,0.65,2.07
"154",140000,"mazowieckie",146301,"Radom","miasto",56,1665,722,670,15.37,10.75,0.15,30.9,34.63,1.04,1.94
"155",140000,"mazowieckie",146301,"Radom","miasto",57,2003,814,762,17.72,8.92,1.44,28.48,35.7,0.39,2.49
"156",140000,"mazowieckie",146301,"Radom","miasto",58,2003,814,762,17.72,8.92,1.44,28.48,35.7,0.39,2.49
"157",140000,"mazowieckie",146301,"Radom","miasto",59,1205,505,465,17.63,7.74,0.43,33.33,33.98,0,1.94
"158",140000,"mazowieckie",146301,"Radom","miasto",60,2011,882,812,20.2,10.96,0.37,28.82,28.69,0.49,2.59
"159",140000,"mazowieckie",146301,"Radom","miasto",61,1979,710,649,7.7,22.34,0.31,22.8,37.6,1.54,3.24
"160",140000,"mazowieckie",146301,"Radom","miasto",62,2092,945,879,15.93,10.47,0.23,27.3,34.36,0.46,3.98
"161",140000,"mazowieckie",146301,"Radom","miasto",63,2271,1017,943,8.06,14.1,0.32,28.53,39.02,0.95,3.39
"162",140000,"mazowieckie",146301,"Radom","miasto",64,2271,1017,943,8.06,14.1,0.32,28.53,39.02,0.95,3.39
"163",140000,"mazowieckie",146301,"Radom","miasto",65,1549,607,571,10.68,11.73,0,26.8,41.33,0.35,1.58
"164",140000,"mazowieckie",146301,"Radom","miasto",66,1926,932,859,12.22,16.41,1.28,29.8,29.69,0.35,4.19
"165",140000,"mazowieckie",146301,"Radom","miasto",67,2263,974,909,14.41,13.42,0.77,27.94,29.81,0.22,3.74
"166",140000,"mazowieckie",146301,"Radom","miasto",68,2050,824,772,13.99,11.14,1.04,31.35,32.9,0.26,2.85
"167",140000,"mazowieckie",146301,"Radom","miasto",69,2050,824,772,13.99,11.14,1.04,31.35,32.9,0.26,2.85
"168",140000,"mazowieckie",146301,"Radom","miasto",70,1835,732,673,15.45,12.33,0.3,25.56,35.51,0.15,3.86
"169",140000,"mazowieckie",146301,"Radom","miasto",71,1835,732,673,15.45,12.33,0.3,25.56,35.51,0.15,3.86
"170",140000,"mazowieckie",146301,"Radom","miasto",72,993,369,344,10.17,11.34,0,24.71,45.93,0.87,2.62
"171",140000,"mazowieckie",146301,"Radom","miasto",73,1701,897,846,13.95,8.51,1.06,29.55,35.58,0.12,3.66
"172",140000,"mazowieckie",146301,"Radom","miasto",74,1406,622,586,17.41,9.9,0.17,32.08,32.42,0.17,2.39
"173",140000,"mazowieckie",146301,"Radom","miasto",75,1441,558,519,13.1,4.82,0.39,34.1,40.85,0.19,2.5
"174",140000,"mazowieckie",146301,"Radom","miasto",76,1363,431,398,16.83,7.29,1.26,26.38,42.46,0,0.5
"175",140000,"mazowieckie",146301,"Radom","miasto",77,1606,608,543,14,7.18,0.18,23.57,44.94,0.18,3.5
"176",140000,"mazowieckie",146301,"Radom","miasto",78,1885,689,607,15.82,12.03,0.66,22.08,41.19,0,3.46
"177",140000,"mazowieckie",146301,"Radom","miasto",79,1968,819,764,14.4,11.91,0.39,22.51,37.7,0,5.63
"178",140000,"mazowieckie",146301,"Radom","miasto",80,1736,830,776,20.62,13.79,0.64,27.71,28.35,0.13,2.96
"179",140000,"mazowieckie",146301,"Radom","miasto",81,705,261,250,11.6,12.8,0.4,30.4,32.4,0.4,5.2
"180",140000,"mazowieckie",146301,"Radom","miasto",82,705,261,250,11.6,12.8,0.4,30.4,32.4,0.4,5.2
"181",140000,"mazowieckie",146301,"Radom","miasto",83,2273,1030,959,16.58,9.59,0.42,30.34,32.53,0.1,3.44
"182",140000,"mazowieckie",146301,"Radom","miasto",84,2262,889,889,14.17,9.22,0.11,33.63,32.62,0.45,2.92
"183",140000,"mazowieckie",146301,"Radom","miasto",85,1827,741,693,9.24,18.33,0.87,24.24,37.66,0.43,3.32
"184",140000,"mazowieckie",146301,"Radom","miasto",86,2024,976,941,8.4,5.1,0.32,35.18,38.04,0,5.21
"185",140000,"mazowieckie",146301,"Radom","miasto",87,1124,414,389,10.28,10.03,0.26,32.13,39.85,0.26,0.77
"186",140000,"mazowieckie",146301,"Radom","miasto",88,1449,519,485,13.4,6.8,0.21,28.66,40.62,1.24,3.92
"187",140000,"mazowieckie",146301,"Radom","miasto",89,1394,543,516,13.95,11.24,0.39,30.04,35.47,0.39,4.46
"188",140000,"mazowieckie",146301,"Radom","miasto",90,2024,976,941,8.4,5.1,0.32,35.18,38.04,0,5.21
"189",140000,"mazowieckie",146301,"Radom","miasto",91,2237,969,920,13.8,9.46,0.65,26.2,38.26,0.33,3.7
"190",140000,"mazowieckie",146301,"Radom","miasto",92,1522,621,572,12.24,8.57,0.17,24.13,42.66,0.35,6.82
"191",140000,"mazowieckie",146301,"Radom","miasto",93,1426,625,575,12.52,9.74,0.17,34.26,32.35,0.17,2.78
"192",140000,"mazowieckie",146301,"Radom","miasto",94,1456,570,570,7.72,9.12,0.35,27.54,37.02,0.18,3.51
"193",140000,"mazowieckie",146301,"Radom","miasto",95,2168,947,883,17.78,7.7,0.34,33.64,28.43,0.57,4.87
"194",140000,"mazowieckie",146301,"Radom","miasto",96,1648,834,794,13.1,9.32,0.63,34.38,32.12,0,2.77
"195",140000,"mazowieckie",146301,"Radom","miasto",97,1637,755,659,16.08,11.08,0.76,29.74,28.98,0.46,5.16
"196",140000,"mazowieckie",146301,"Radom","miasto",98,2046,936,872,10.44,16.74,0.57,22.48,38.07,0.11,3.9
"197",140000,"mazowieckie",146301,"Radom","miasto",99,2327,1103,1016,12.3,13.88,0.49,27.85,35.93,0.49,2.85
"198",140000,"mazowieckie",146301,"Radom","miasto",100,1943,831,768,18.62,10.03,0.78,23.05,35.94,0,4.43
"199",140000,"mazowieckie",146301,"Radom","miasto",101,2178,963,915,9.84,10.38,0.44,32.79,34.64,0.22,6.12
"200",140000,"mazowieckie",146301,"Radom","miasto",102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",140000,"mazowieckie",146301,"Radom","miasto",103,1147,452,410,7.56,31.46,0,15.12,37.56,0,4.39
"202",140000,"mazowieckie",146301,"Radom","miasto",104,1480,458,407,13.76,14,0.74,23.1,38.82,0,3.44
"203",140000,"mazowieckie",146301,"Radom","miasto",105,1147,452,410,7.56,31.46,0,15.12,37.56,0,4.39
"204",140000,"mazowieckie",146301,"Radom","miasto",106,1826,890,853,13.48,9.03,0.23,38.57,27.9,0.7,4.57
"205",140000,"mazowieckie",146301,"Radom","miasto",107,939,377,349,12.61,12.61,0,23.21,38.4,0.57,3.44
"206",140000,"mazowieckie",146301,"Radom","miasto",108,791,277,252,11.11,12.3,0.79,25,37.7,0.4,2.38
"207",140000,"mazowieckie",146301,"Radom","miasto",109,1522,621,572,12.24,8.57,0.17,24.13,42.66,0.35,6.82
"208",140000,"mazowieckie",146301,"Radom","miasto",110,69,23,23,21.74,13.04,0,17.39,34.78,0,13.04
"209",140000,"mazowieckie",146301,"Radom","miasto",111,18,11,8,25,12.5,0,25,37.5,0,0
"210",140000,"mazowieckie",146301,"Radom","miasto",112,221,74,59,15.25,8.47,3.39,55.93,1.69,1.69,0
"211",140000,"mazowieckie",146301,"Radom","miasto",113,100,50,44,11.36,9.09,2.27,29.55,29.55,0,9.09
"212",140000,"mazowieckie",146301,"Radom","miasto",114,18,17,13,7.69,7.69,7.69,53.85,0,0,0
"213",140000,"mazowieckie",146401,"Siedlce","miasto",1,1574,711,644,17.24,16.15,0.62,27.33,28.42,0.16,2.33
"214",140000,"mazowieckie",146401,"Siedlce","miasto",2,2375,1130,1063,18.25,12.04,0.38,31.42,29.07,0.28,2.07
"215",140000,"mazowieckie",146401,"Siedlce","miasto",3,1057,511,451,16.41,12.86,0.44,28.6,31.26,0.22,1.77
"216",140000,"mazowieckie",146401,"Siedlce","miasto",4,1161,556,499,16.43,17.84,0.6,28.06,27.25,0.2,1.6
"217",140000,"mazowieckie",146401,"Siedlce","miasto",5,1190,565,513,11.89,14.42,1.36,24.76,38.99,0.19,0.39
"218",140000,"mazowieckie",146401,"Siedlce","miasto",6,2184,1050,988,11.74,15.28,0.51,32.19,31.07,0.2,0.4
"219",140000,"mazowieckie",146401,"Siedlce","miasto",7,1544,760,695,12.52,12.23,0.58,33.24,31.51,0.14,2.01
"220",140000,"mazowieckie",146401,"Siedlce","miasto",8,1468,794,709,8.89,11.42,0.42,27.22,42.17,0.71,1.69
"221",140000,"mazowieckie",146401,"Siedlce","miasto",9,1498,812,745,9.26,17.18,0.4,29.4,33.83,0.27,2.28
"222",140000,"mazowieckie",146401,"Siedlce","miasto",10,2140,1006,812,9.73,15.02,0.49,30.54,33.13,0.49,1.97
