"Teryt";"Województwo";"Kod gm.";"Gmina";"Typ gminy";"Nr obwodu";"Adres obwodu";"Typ obwodu";"Przystosowany dla niepełnosprawnych";"Granice obwodu"
"140000";"mazowieckie";"140101";"Białobrzegi";"obszar miesko-wiejski";"4";"Miejsko-Gminna Biblioteka Publiczna w Białobrzegach ul. Kościelna 31";"Powszechny";"Nie";"Miasto Białobrzegi ulice : Żeromskiego bez bloków, 11-go Listopada od ulicy Żeromskiego do ulicy Kusocińskiego, Sądowa, Słoneczna, Szkolna, Sportowa, Targowicka, Leśna, Mroczkowskiego. Kusocińskiego, Kościelna, Wąska, Bautscha, Targowa, Piekarska, Piaskowa, Plac Zygmunta Starego, Polańska, Brzechwy, Ogrodowa, Brzozowa, Lipowa, Jałowcowa, Jesionowa, Jodłowa, Klonowa, Młynarska, Modrzewiowa, Łąkowa, Sosnowa, Wiśniowa, Składowa, Świerkowa"
"140000";"mazowieckie";"140101";"Białobrzegi";"obszar miesko-wiejski";"5";"Publiczna Szkoła Podstawowa w Suchej ul. Szlachecka 88a";"Powszechny";"Nie";"Sołectwa : Sucha, Stawiszyn, Jasionna"
"140000";"mazowieckie";"140102";"Promna";"wieś";"1";"Urząd Gminy w Promnie";"Powszechny";"Tak";"Sołectwa: Biejków, Biejkowska Wola, Bronisławów, Domaniewice, Falęcice-Parcela, Falęcice- Wola, Góry, Adamów, Olkowice, Promna, Promna -Kolonia, Pnie, Wojciechówka, Stanisławów, Sielce, Wola Branecka. Zbrosza Mała"
"140000";"mazowieckie";"140102";"Promna";"wieś";"2";"Remiza OSP w Olszamach";"Powszechny";"Nie";"Sołectwa: Broniszew, Daltrozów, Karolin, Lekarcice, Lekarcice Stare, Lekarcice Nowe, Olszamy, Pelinów, Piekarty."
"140000";"mazowieckie";"140102";"Promna";"wieś";"3";"Publiczna Szkoła Podstawowa w Rykałach";"Powszechny";"Nie";"Sołectwa: Jadwigów, Lisów, Mała Wieś, Rykały."
"140000";"mazowieckie";"140102";"Promna";"wieś";"4";"Publiczna Szkoła Podstawowa w Przybyszewie";"Powszechny";"Nie";"Sołectwa: Osuchów, Pacew, Przybyszew."
"140000";"mazowieckie";"140103";"Radzanów";"wieś";"1";"Świetlica Wiejska w Radzanowie";"Powszechny";"Tak";"Błeszno, Branica, Kadłubska Wola, Podlesie, Radzanów, Ratoszyn, Rogolin, Smardzew, Zacharzów."
"140000";"mazowieckie";"140103";"Radzanów";"wieś";"2";"Świetlica Wiejska w Bukównie";"Powszechny";"Nie";"Bukówno, Czarnocin-Śliwiny, Grotki-Kozłów, Młodynie Dolne, Młodynie Górne, Ocieść, Żydy"
"140000";"mazowieckie";"140104";"Stara Błotnica";"wieś";"1";"Publiczna Szkoła Podstawowa im. Jana Pawła II w Starej Błotnicy";"Powszechny";"Nie";"Sołectwa: Chruściechów, Czyżówka, Jakubów, Pierzchnia, Ryki, Siemiradz, Stara Błotnica, Stary Kadłub, Stary Kiełbów, Stary Kobylnik, Stary Osów, Stary Sopot"
"140000";"mazowieckie";"140104";"Stara Błotnica";"wieś";"2";"Publiczna Szkoła Podstawowa im. Marii Konopnickiej w Starym Goździe";"Powszechny";"Nie";"Sołectwa: Grodzisko, Nowy Gózd, Nowy Kadłubek, Nowy Kiełbów, Stare Siekluki, Stare Żdżary, Stary Gózd, Stary Kadłubek."
"140000";"mazowieckie";"140104";"Stara Błotnica";"wieś";"3";"Publiczna Szkoła Podstawowa im. Adama Mickiewicza w Kaszowie";"Powszechny";"Tak";"Sołectwa: Kaszów, Tursk, Żabia Wola."
"140000";"mazowieckie";"140105";"Stromiec";"wieś";"1";"Publiczna Szkoła Podstawowa w Bobrku";"Powszechny";"Nie";"Sołectwa: Bobrek, Bobrek Kolonia"
"140000";"mazowieckie";"140105";"Stromiec";"wieś";"2";"Publiczna Szkoła Podstawowa w Bożem";"Powszechny";"Nie";"Sołectwa: Boska Wola, Biała Góra, Boże, Krzemień, Ducka Wola, Małe Boże"
"140000";"mazowieckie";"140105";"Stromiec";"wieś";"3";"Publiczna Szkoła Podstawowa w Dobieszynie";"Powszechny";"Nie";"Sołectwo: Dobieszyn, Kolonia Sielce, Sielce, Olszowa Dąbrowa, Sułków, Lipskie Budy"
"140000";"mazowieckie";"140105";"Stromiec";"wieś";"4";"Publiczna Szkoła Podstawowa w Podlesiu Dużym";"Powszechny";"Nie";"Sołectwo: Podlesie Duże"
"140000";"mazowieckie";"140105";"Stromiec";"wieś";"5";"Urząd Gminy w Stromcu";"Powszechny";"Tak";"Sołectwa: Ksawerów Stary, Ksawerów Nowy, Stromiecka Wola, Niedabyl, Piróg, Pokrzywna, Marianki, Stromiec"
"140000";"mazowieckie";"140106";"Wyśmierzyce";"obszar miesko-wiejski";"1";"Urząd Miejski w Wyśmierzycach ul. Mickiewicza 75";"Powszechny";"Nie";"Wyśmierzyce, Paprotno, Romanów, Grzmiąca, Ulaski Grzmiąckie, Redlin"
"140000";"mazowieckie";"140106";"Wyśmierzyce";"obszar miesko-wiejski";"2";"Szkoła Podstawowa w Witaszynie";"Powszechny";"Nie";"Korzeń, Kożuchów, Witaszyn"
"140000";"mazowieckie";"140106";"Wyśmierzyce";"obszar miesko-wiejski";"3";"Szkoła Podstawowa w Kostrzyniu";"Powszechny";"Tak";"Kostrzyn, Olszowa, Jabłonna, Kozłów"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"1";"Miejski Zespół Szkół nr 1, ul. Powstańców Wielkopolskich 1, Ciechanów";"Powszechny";"Nie";"ulice: Opinogórska, Powstańców Wielkopolskich, Pułtuska do nr 60, Pułtuska nr 62a i 62b"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"2";"Przedszkole Nr 5, ul. Gwardii Ludowej 12,Ciechanów";"Powszechny";"Nie";"ulice: Błękitna, Bursztynowa, Gwardii Ludowej, Kamińskiego, Lazurowa, Piękna, Pogodna, Pułtuska nr 62 i od nr 63, Szmaragdowa"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"3";"Przedszkole Nr 10, ul. Batalionów Chłopskich 4, Ciechanów";"Powszechny";"Nie";"ulice: Armii Krajowej do nr 24 parzyste i do nr 7 nieparzyste, Sikorskiego od nr 10"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"4";"Dom Złotej Jesieni, ul. Sikorskiego 7,Ciechanów";"Powszechny";"Nie";"ulice:Smorawińskiego, Sikorskiego do nr 9, Witosa do nr 10"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"5";"Państwowa Wyższa Szkoła Zawodowa, ul. Wojska Polskiego 51,Ciechanów";"Powszechny";"Nie";"ulice: Bukietowa, Dolna, Gruduska, Kącka, Nadrzeczna, Plac Jana Pawła II, Polskiej Organizacji Wojskowej, Przasnyska, Śląska, Ukośna, Wazonowa, Widokowa, Willowa, Wodna, Wojska Polskiego, Zagumienna, Zielna"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"6";"Dom Pomocy Społecznej KOMBATANT, ul. Batalionów Chłopskich 12, Ciechanów";"Powszechny";"Tak";"ulice: Batalionów Chłopskich, św.Anny, św.Franciszka, św. Marka, św. Stanisława Kostki"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"7";"Przedszkole Nr 1, ul. Nadfosna 12,Ciechanów";"Powszechny";"Nie";"ulice: Mikołajczyka, Nadfosna, Osiedle Świerczewskiego, 11 Pułku Ułanów Legionowych, Witosa od nr 11 do nr 19b"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"8";"Centrum Kultury i Sztuki im. M. Konopnickiej, ul. Strażacka 5,Ciechanów";"Powszechny";"Nie";"ulice: Kilińskiego, Kopernika, Księdza Ściegiennego, 11 Listopada, Małgorzacka, Pijanowskiego, Przelotna, Sierakowskiego, Strażacka, 17 Stycznia do nr 13 nieparzyste i do nr 28a parzyste, Warszawska, Zielona Ścieżka"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"9";"Gimnazjum Nr 1, ul. Orylska 3, Ciechanów";"Powszechny";"Nie";"ulice: Augustiańska do nr 26, Grodzka, 3-go Maja, Mickiewicza, Nowozagumienna, Orylska, Plac Kościuszki, Płońska do nr 3 nieparzyste i do nr 8 parzyste, Polna do nr 11 nieparzyste, Rzeczkowska do nr 15 nieparzyste, Witosa od nr 20 do 64 parzyste i od nr 21 do nr 39 nieparzyste"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"10";"Polski Czerwony Krzyż Zarząd Rejonowy, ul. Rzeczkowska 11,Ciechanów";"Powszechny";"Nie";"ulice: Andersa, Armii Krajowej od nr 26 parzyste i od nr 9 nieparzyste, Księcia Konrada II, Mościckiego, Płońska od nr 5 do nr 75 nieparzyste i od nr 10 do nr 74 parzyste, Polna od nr 2 parzyste i od nr 13 nieparzyste, Ranieckiej, Rozy Roboty, Rzeczkowska od nr 2 parzyste i od nr 17 nieparzyste, Słońskiego, Witosa od nr 66 parzyste i od nr 41 nieparzyste"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"11";"Szkoła Podstawowa Nr 4, ul. Płońska 143, Ciechanów";"Powszechny";"Nie";"ulice: Płońska od nr 76, Reutta, Sezamkowa, Szwanke"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"12";"BUDMAT AUTO 2 Sp. z o.o., ul. Sońska 2, Ciechanów";"Powszechny";"Nie";"ulice: Bielińska, Ceramiczna, Chabrowa, Curie-Skłodowskiej, Długa, Dobra, Jaśminowa, Kasprzaka, Kolonijna, Krubińska, Krucza, Ludowa, Łąkowa, Łukasiewicza, Malinowa, Nizinna, Okopowa, Piwna, Podleśna, Ptasia, Sońska, Sosnowa, Spacerowa, Wędkarska, Wrzosowa, Zagrodowa, Żurawia, Żytnia"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"13";"Przedszkole Nr 8, ul. Graniczna 41, Ciechanów";"Powszechny";"Nie";"ulice: Bojanowskiego, Cicha, Fabryczna, Górna, Jasna, Kolberga, Krasickiego, Lelewela, Młynarska, Nowokolejowa, Obozowa, Ogrodowa, Partyzantów, Perłowa, Przytorowa, Równa, Sempołowskiej, Spokojna, Szumna, Szymanowskiego, Traugutta, Ułańska, Widna, Wierzbowa, Żórawskiego"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"14";"Miejski Zespół Szkół nr 2, ul. Czarnieckiego 40, Ciechanów";"Powszechny";"Tak";"ulice: Aleja Niepodległości, Augustiańska od nr 28, Baranowskiego, Cukrownicza, Dziedzica, Dywizjonu 305, Kolonia Niechodzka, Mazowiecka, Mleczarska, Niechodzka, Nużewska, Osada Fabryczna, Pęchcińska, Płocka, Robotnicza, Szczurzynek, Tysiąclecia"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"15";"Miejski Zespół Szkół nr 2 , ul. Czarnieckiego 40, Ciechanów";"Powszechny";"Tak";"ulice: Aleja Zwycięstwa,  Bąkowskiej, Biegasa, Bogusławskiego, Bohaterów Westerplatte, Bohaterów Września, Chełmońskiego, Chopina, Czarnieckiego, Dziubińskiej, Graniczna, Grzelakowej, Gwiazdowicza, Hubala, Jaracza, Jelińskiej, Jureckiego, Klonowskiego, M.M. Kolbe, Kratowskiej, Kuny, Kurpińskiego, Matejki, Modrzejewskiej, Monte Cassino, Nodzykowskiego, Ogińskiego, Osterwy, Paderewskiego, Patriotów, Piechowskiego, Plater, Przyleśna, Pułaskiego, Rajkowskiego, Różyckiego, Składowa, Skrajna, Solskiego, Stwosza, Węgrzyna, Wieniawskiego, Wolskiego, Zelwerowicza"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"16";"Zakład ""Młoda Para"", ul. Śmiecińska 14, Ciechanów";"Powszechny";"Nie";"ulice: Astrowa, Dębowa, Działkowa, Konwaliowa, Kwiatowa, Lawendowa, Leśna,  Różana, Rumiankowa, Siewna, Słoneczna, Starowiejska, Śmiecińska, Towarowa, Wesoła, Wiśniowa"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"17";"Przedszkole Nr 3 , ul. Sienkiewicza 26a, Ciechanów";"Powszechny";"Nie";"ulice: Baczyńskiego, Boczna, Gajcego, Gąsecka, Gojawiczyńskiej, Gombrowicza, Grota-Roweckiego, Hłaski, Jastruna, Kaczeńców, Krzywa, Lechonia, Mała, Mławska,  Olchowa, Ostatni Grosz, Przybosia, Sienkiewicza, Słonimskiego, Staffa, Tatarska, Wąska, Wierzyńskiego, Wiklinowa, Wiosenna"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"18";"Miejski Ośrodek Pomocy Społecznej , ul. Sienkiewicza 32d, Ciechanów";"Powszechny";"Tak";"ulice: Głowackiego, Narutowicza, Powstańców Warszawskich, Świętochowskiego, Wyzwolenia"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"19";"Zespół Szkół  Nr 3 , ul. Okrzei 6, Ciechanów";"Powszechny";"Nie";"ulice: Hallera, Moniuszki, Okrzei, Plac Piłsudskiego, Spółdzielcza"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"20";"Gimnazjum Nr 3 , ul. 17-go Stycznia 17,Ciechanów";"Powszechny";"Nie";"ulice: Reja, 17-go Stycznia od nr 15 nieparzyste i od nr 30 parzyste, Tuwima"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"21";"Hala Sportowo-Widowiskowa, ul. Kraszewskiego 8, Ciechanów";"Powszechny";"Nie";"ulice: Akacjowa, Andersena, Bema, Bony, Brzozowa, Dąbrowskiego, Dąbrowskiej, Fredry, Gostkowska, Husarska, Jesionowa, Juranda, Kargoszyńska, Kasztanowa, Klonowa, Kmicica, Komunalna, Konwerskiego, Kosynierów, Kraszewskiego, Krótka, Księcia Janusza Mazowieckiego, Leśmiana, Letnia, Lipowa, Młynarskiego, Reymonta, Rybna, Rycerska, Skrzetuskiego, Świerkowa, Tomaszewskiego, Topolowa, Waryńskiego, Wiejska, Wołodyjowskiego, Zacisze, Zagłoby, Zamkowa, Zapolskiej, Zbyszka i Danusi, Zielona, Żeromskiego"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"22";"Szkoła Podstawowa Nr 5 , ul. Broniewskiego 1,Ciechanów";"Powszechny";"Nie";"ulice: Asnyka, Bartołda, Broniewskiego, Dygasińskiego, Gałczyńskiego, Kasprowicza, Kicińskiego Konopnickiej, Krasińskiego, Morawskiej, Nałkowskiej, Niemcewicza, Norwida, Orzeszkowej, Parkowa, Prusa, Słowackiego, Sygietyńskiego, Wyspiańskiego"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"23";"Dom Pomocy Społecznej, ul. Krucza 32, Ciechanów";"Zakład pomocy społecznej";"Nie";"Dom Pomocy Społecznej"
"140000";"mazowieckie";"140201";"Ciechanów";"miasto";"24";"Specjalistyczny Szpital Wojewódzki, ul. Powstańców Wielkopolskich 2, Ciechanów";"Szpital";"Nie";"Specjalistyczny Szpital Wojewódzki"
"140000";"mazowieckie";"140202";"Ciechanów";"wieś";"1";"Urząd Gminy, ul. Fabryczna 8, Ciechanów";"Powszechny";"Tak";"Baby, Bardonki, Chruszczewo, Grędzice, Kargoszyn, Mieszki-Atle, Mieszki-Bardony, Mieszki-Różki, Mieszki Wielkie, Niestum, Nużewko, Przążewo, Ropele, Rzeczki, Rzeczki-Gąski, Rzeczki-Orszyny, Rzeczki-Wólki"
"140000";"mazowieckie";"140202";"Ciechanów";"wieś";"2";"Szkoła Podstawowa, Chotum 25, Chotum";"Powszechny";"Nie";"Baraki Chotumskie, Chotum, Gorysze, Józefowo, Julianowo, Kukleńszczyzna, Maliniak,  Modełka, Modła, Nowa Wieś, Rajmundowo, Rydzewo, Romanowo, Wola Pawłowska, Wólka Rydzewska"
"140000";"mazowieckie";"140202";"Ciechanów";"wieś";"3";"Urząd Gminy, ul. Fabryczna 8, Ciechanów";"Powszechny";"Nie";"Gąski, Gołoty, Kownaty Wojnowe, Kownaty Żędowe, Niechodzin, Nużewo, Pęchcin, Pieńki Niechodzkie, Rutki - Marszewice, Sokołówek, Szczepanki"
"140000";"mazowieckie";"140202";"Ciechanów";"wieś";"4";"Gimnazjum, Gumowo 8, Gumowo";"Powszechny";"Tak";"Borzymy, Gumowo, Kanigówek, Krupy, Krzyże, Rutki-Begny, Rutki-Borki, Rutki-Bronisze, Rutki-Głowice, Rutki-Lenki, Rykaczewo, Ujazdowo, Ujazdówek"
"140000";"mazowieckie";"140203";"Glinojeck";"obszar miesko-wiejski";"1";"Szkoła Podstawowa, ul.Płocka 7, Glinojeck";"Powszechny";"Nie";"Glinojeck cz. Północna - ulice: Władysława Broniewskiego, Cicha, Ciechanowska, Jasna, Kościelna, Krótka, Krzywa, Kwiatowa, Leśna, Mazowiecka, Marcelego Nowotki, Młodzieżowa, Aleja Spacerowa, , Aleja Róż, Henryka Sienkiewicza, Walki Młodych, Wojska Polskiego, Torffa Załęskiego, Zielona Ścieżka, Złota. Miejscowości: Dreglin, Gałczyn, Juliszewo, Kondrajec Pański, Kondrajec Szlachecki, Kowalewko, Nowy Garwarz, Szyjki, Szyjki Stare, Zygmuntowo, Żeleźnia."
"140000";"mazowieckie";"140203";"Glinojeck";"obszar miesko-wiejski";"2";"Hala Sportowa, ul.Ciechanowska 8 C, Glinojeck";"Powszechny";"Tak";"Glinojeck cz. Południowa - ulice: Gen. Józefa Bema, Fabryczna, Górka, Nadrzeczna, Ogrodowa, Parkowa, Paśniki, Płocka, Polna, Południowa, Słoneczna, Spokojna, Targowa, Wiejska. Miejscowości: Faustynowo, Pieńki Faustynowskie, Stary Garwarz, Luszewo, Luszewo - Gajówka, Wkra, Wkra - Kolonia, Wólka Garwarska, Śródborze, Zalesie."
"140000";"mazowieckie";"140203";"Glinojeck";"obszar miesko-wiejski";"3";"Remiza OSP, Ościsłowo 37, Ościsłowo";"Powszechny";"Nie";"Miejscowości: Budy Rumockie, Dukt, Działy, Huta, Kamionka, Krusz, Ościsłowo, Ościsłowo - Gajówka, Ościsłowo - Leśniczówka, Rumoka, Sulerzyż."
"140000";"mazowieckie";"140203";"Glinojeck";"obszar miesko-wiejski";"4";"Rolnicza Spółdzielnia Produkcyjna, Wola Młocka 34, Wola Młocka";"Powszechny";"Nie";"Miejscowości: Bielawy, Brody Młockie, Janowo, Lipiny, Malużyn, Ogonowo, Płaciszewo, Sadek, Strzeszewo, Wola Młocka, Zawiłka."
"140000";"mazowieckie";"140204";"Gołymin-Ośrodek";"wieś";"1";"Publiczne Gimnazjum, ul. Ks. Michalaka 10C, Gołymin-Ośrodek";"Powszechny";"Tak";"Gołymin-Ośrodek, Nowy Gołymin, Anielin, Garnowo Duże, Osiek-Aleksandrowo, Osiek Dolny, Osiek Górny, Osiek-Wólka, Stare Garnowo, Gołymin-Południe, Nowy Kałęczyn, Ruszkowo, Rybakówka, Stary Kałęczyn, Watkowo, Gołymin-Północ, Konarzewo-Marcisze, Konarzewo-Reczki, Konarzewo-Sławki, Konarzewo Wielkie, Wola Gołymińska, Wielgołęka, Zawady Dworskie, Zawady Włościańskie"
"140000";"mazowieckie";"140204";"Gołymin-Ośrodek";"wieś";"2";"Szkoła Podstawowa,Gostkowo 2, Gostkowo";"Powszechny";"Tak";"Gogole-Steczki, Gogole Wielkie, Morawka, Morawy-Kafasy, Morawy-Kopcie, Morawy-Laski, Morawy-Wicherki, Pajewo-Cyty, Pajewo-Rżyski, Pajewo-Szwelice, Pajewo Wielkie, Smosarz-Dobki, Smosarz-Pianki, Konarzewo-Gołąbki, Konarzewo-Skuze, Mierniki, Nieradowo, Obiedzino Górne, Nasierowo Dolne, Nasierowo Górne, Truszki, Chruściele, Gostkowo, Nasierowo-Dziurawieniec, Wróblewko, Wróblewo"
"140000";"mazowieckie";"140205";"Grudusk";"wieś";"1";"Gminny Ośrodek Kultury, Plac Grunwaldu 4, Grudusk";"Powszechny";"Tak";"Miejscowość: Grudusk - ulice: Cicha, Ciechanowska, Kolejowa, Konopnickiej, Mazowiecka, Mościckiego, Nowa, 50 - lecia PCK, Polna, Sienkiewicza, Strażacka, Szkolna, Żeromskiego, Miejscowości: Borzuchowo - Daćbogi, Grudusk - Brzozowo, Grudusk - Olszak, Kołaki Małe, Kołaki Wielkie, Pszczółki - Czubaki, Pszczółki Górne, Pszczółki - Szerszenie, Purzyce - Rozwory, Purzyce - Trojany, Rąbież Gruduski, Sokołowo, Sokólnik, Strzelnia, Wiksin, Wiśniewo, Żarnowo."
"140000";"mazowieckie";"140205";"Grudusk";"wieś";"2";"Dom Strażaka, Łysakowo 59, Łysakowo";"Powszechny";"Nie";"Miejscowości: Dębowo, Humięcino, Humięcino - Andrychy, Humięcino - Klary, Humięcino - Koski, Humięcino - Retki, Leśniewo Dolne, Leśniewo Górne, Łysakowo, Mierzanowo, Mierzanowo - Kolonia, Nieborzyn, Polanka, Przywilcz, Stryjewo Wielkie, Zakrzewo Małe, Zakrzewo Wielkie."
"140000";"mazowieckie";"140206";"Ojrzeń";"wieś";"1";"Zespół Placówek Oświatowych, ul. Przedszkolna 7, Ojrzeń";"Powszechny";"Nie";"Miejscowości: Ojrzeń, Wojtkowa Wieś, Dąbrowa, Kicin, Radziwie, Nowa Wieś, Brodzięcin, Halinin, Zielona, Osada Wola, Wola Wodzyńska"
"140000";"mazowieckie";"140206";"Ojrzeń";"wieś";"2";"Zespół Szkół, Kraszewo 57, Kraszewo";"Powszechny";"Tak";"Miejscowości: Kraszewo, Łebki Wielkie, Skarżynek, Żochy, Bronisławie, Grabówiec"
"140000";"mazowieckie";"140206";"Ojrzeń";"wieś";"3";"Zespół Szkół, Młock 72, Młock";"Powszechny";"Tak";"Miejscowości: Baraniec, Młock Kopacze, Młock, Gostomin, Kownaty Borowe, Rzeszotko, Trzpioły, Lipówiec"
"140000";"mazowieckie";"140206";"Ojrzeń";"wieś";"4";"Szkoła Podstawowa, Luberadz 33, Luberadz";"Powszechny";"Nie";"Miejscowości: Kałki, Luberadz, Przyrowa, Obrąb, Luberadzyk"
"140000";"mazowieckie";"140207";"Opinogóra Górna";"wieś";"1";"Urząd Gminy, ul. Z. Krasińskiego 4, Opinogóra Górna";"Powszechny";"Tak";"Czernice, Kąty, Opinogóra Dolna, Opinogóra Górna, Opinogóra - Kolonia, Zygmuntowo."
"140000";"mazowieckie";"140207";"Opinogóra Górna";"wieś";"2";"Szkoła Podstawowa, Dzbonie 19, Dzbonie";"Powszechny";"Nie";"Bacze, Dzbonie, Janowięta, Kołaki - Kwasy, Kotermań, Przedwojewo, Rąbież."
"140000";"mazowieckie";"140207";"Opinogóra Górna";"wieś";"3";"Szkoła Podstawowa, Wola Wierzbowska 27,Wola Wierzbowska";"Powszechny";"Nie";"Goździe, Kołaki - Budzyno, Łaguny, Wierzbowo, Wilkowo, Wola Wierzbowska."
"140000";"mazowieckie";"140207";"Opinogóra Górna";"wieś";"4";"Szkoła Podstawowa, Kołaczków 10, Kołaczków";"Powszechny";"Nie";"Bogucin, Kobylin, Kołaczków, Łęki, Pajewo - Króle, Pałuki, Przytoka."
"140000";"mazowieckie";"140207";"Opinogóra Górna";"wieś";"5";"Szkoła Podstawowa, ul. Szkolna 4, Władysławowo";"Powszechny";"Nie";"Chrzanowo, Chrzanówek, Elżbiecin, Pomorze, Władysławowo."
"140000";"mazowieckie";"140207";"Opinogóra Górna";"wieś";"6";"Budynek OSP, Długołęka 13, Długołęka";"Powszechny";"Nie";"Długołęka, Klonowo, Pokojewo, Rembowo, Rembówko, Sosnowo, Wólka Łanięcka, Załuże - Imbrzyki,  Patory."
"140000";"mazowieckie";"140208";"Regimin";"wieś";"1";"Urząd Gminy, Regimin 22, Regimin";"Powszechny";"Nie";"Miejscowości: Grzybowo, Kątki, Klice, Kliczki, Kozdroje, Lekowo, Lekówiec, Mościce, Pawłówko, Regimin, Targonie, Trzcianka, Włosty"
"140000";"mazowieckie";"140208";"Regimin";"wieś";"2";"Szkoła Podstawowa, Zeńbok 50, Zeńbok";"Powszechny";"Tak";"Miejscowości: Jarluty Duże, Jarluty Małe, Karniewo, Przybyszewo, Zeńbok"
"140000";"mazowieckie";"140208";"Regimin";"wieś";"3";"Szkoła Podstawowa,Pniewo-Czeruchy 13,Pniewo-Czeruchy";"Powszechny";"Nie";"Miejscowości: Pawłowo, Pniewo-Czeruchy, Pniewo Wielkie"
"140000";"mazowieckie";"140208";"Regimin";"wieś";"4";"Szkoła Podstawowa, Szulmierz 78, Szulmierz";"Powszechny";"Nie";"Miejscowości: Kalisz, Koziczyn, Lipa, Radomka Szulmierz"
"140000";"mazowieckie";"140209";"Sońsk";"wieś";"1";"Szkoła Podstawowa,ul. Szkolna 4, Sońsk";"Powszechny";"Tak";"Bieńki - Karkuty, Bieńki - Śmietanki, Bieńki - Skrzekoty, Bratne, Chrościce, Damięty, Damięty - Narwoty, Drążewo, Dziarno, Gołotczyzna, Komory Błotne, Sarnowa Góra, Sońsk, Strusin, Strusinek, Szwejki"
"140000";"mazowieckie";"140209";"Sońsk";"wieś";"2";"Świetlica Wiejska, Ciemniewo 47, Ciemniewo";"Powszechny";"Nie";"Burkaty, Ciemniewko, Ciemniewo, Marusy, Mężenino - Węgłowice, Niesłuchy, Olszewka, Pękawka"
"140000";"mazowieckie";"140209";"Sońsk";"wieś";"3";"Szkoła Podstawowa, Bądkowo 1, Bądkowo";"Powszechny";"Nie";"Bądkowo, Gutków, Kosmy - Pruszki, Kosmy Wielkie, Łopacin, Spądoszyn"
"140000";"mazowieckie";"140209";"Sońsk";"wieś";"4";"Gimnazjum,ul. Błotna 12, Gąsocin";"Powszechny";"Nie";"Cichawy, Gąsocin, Janówek, Kałęczyn, Komory Dąbrowne, Koźniewo - Łysaki, Skrobocin, Soboklęszcz"
"140000";"mazowieckie";"140209";"Sońsk";"wieś";"5";"Szkoła Podstawowa,Koźniewo Wielkie 59, Koźniewo Wielkie";"Powszechny";"Nie";"Koźniewo Średnie, Koźniewo Wielkie, Ostaszewo, Ślubowo, Wola Ostaszewska"
"140000";"mazowieckie";"140209";"Sońsk";"wieś";"6";"Niepubliczny Zespół Zakładów Opieki Zdrowotnej ""Palium"", ul. Zacisze 1, Sońsk";"Zakład pomocy społecznej";"Nie";"Niepubliczny Zespół Zakładów Opieki Zdrowotnej ""Palium"""
"140000";"mazowieckie";"140303";"Borowie";"wieś";"1";"Gminny Ośrodek Kultury w Borowiu, ul. Garwolińska 19, Borowie";"Powszechny";"Nie";"Borowie, Kamionka, Nowa Brzuza, Stara Brzuza, Chromin, Jaźwiny, Gózd, Słup Pierwszy, Słup Drugi, Łopacianka"
"140000";"mazowieckie";"140303";"Borowie";"wieś";"2";"Publiczna Szkoła Podstawowa w Brzuskowoli, Brzuskowola 22, Brzuskowola";"Powszechny";"Nie";"Filipówka, Brzuskowola, Gościewicz"
"140000";"mazowieckie";"140303";"Borowie";"wieś";"3";"Zespół Szkół w Głoskowie,  Głosków 29, Głosków";"Powszechny";"Tak";"Głosków, Łętów, Dudka, Wilchta"
"140000";"mazowieckie";"140303";"Borowie";"wieś";"4";"Publiczna Szkoła Podstawowa w Iwowem,  Iwowe 140, Iwowe";"Powszechny";"Tak";"Laliny, Iwowe"
