"","komitet","procent"
"1","Liczba wyborców",21
"2","Liczba kart oddanych",12
"3","Liczba głosów ważnych",12
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",33.33
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",0
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",41.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",8.33
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",8.33
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",8.33
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0
