"","komitet","procent"
"1","Liczba wyborców",2086
"2","Liczba kart oddanych",797
"3","Liczba głosów ważnych",729
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20.16
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.66
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.14
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",37.59
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.16
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.69
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.1
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.96
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.84
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.41
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.92
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.41
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.96
