"","komitet","procent"
"1","Liczba wyborców",990
"2","Liczba kart oddanych",621
"3","Liczba głosów ważnych",439
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",21.41
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",49.89
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.23
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.61
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",11.85
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.37
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.46
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.46
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.14
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.23
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.96
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.23
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.46
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.73
