"","komitet","procent"
"1","Liczba wyborców",1919
"2","Liczba kart oddanych",858
"3","Liczba głosów ważnych",799
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",13.14
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.38
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.13
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",50.56
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",23.03
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.13
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.5
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.38
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.26
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.25
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.25
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2
