"","komitet","procent"
"1","Liczba wyborców",1656
"2","Liczba kart oddanych",980
"3","Liczba głosów ważnych",909
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",34.54
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.63
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.66
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",41.47
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",11.55
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.33
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.11
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.55
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.64
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.55
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.22
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.66
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",3.08
