"","komitet","procent"
"1","Liczba wyborców",2008
"2","Liczba kart oddanych",893
"3","Liczba głosów ważnych",833
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.65
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.12
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.24
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",38.3
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.61
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.84
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",2.88
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.84
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.76
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.6
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.28
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.48
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.4
