"","komitet","procent"
"1","Liczba wyborców",706
"2","Liczba kart oddanych",378
"3","Liczba głosów ważnych",342
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",7.31
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.39
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.75
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",41.23
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",26.61
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.46
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.46
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.85
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",2.34
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.8
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.17
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.63
