"","komitet","procent"
"1","Liczba wyborców",1431
"2","Liczba kart oddanych",660
"3","Liczba głosów ważnych",609
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.42
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",37.77
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.49
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",20.53
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",20.69
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.16
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.31
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.66
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.16
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.99
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.16
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.16
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.16
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.33
