"","komitet","procent"
"1","Liczba wyborców",1458
"2","Liczba kart oddanych",571
"3","Liczba głosów ważnych",518
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",22.2
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.47
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.19
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",40.54
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.87
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.77
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.39
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.74
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",1.16
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.35
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",1.35
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.97
