"","komitet","procent"
"1","Liczba wyborców",343
"2","Liczba kart oddanych",179
"3","Liczba głosów ważnych",157
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",10.19
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",68.15
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",6.37
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",8.28
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.64
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",3.82
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.64
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0.64
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.64
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.64
