"","komitet","procent"
"1","Liczba wyborców",1742
"2","Liczba kart oddanych",734
"3","Liczba głosów ważnych",689
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",25.98
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",2.76
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.15
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",40.35
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",22.79
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.74
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.44
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.9
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.29
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.31
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.44
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.87
