"","komitet","procent"
"1","Liczba wyborców",2295
"2","Liczba kart oddanych",1212
"3","Liczba głosów ważnych",1170
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",25.38
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.71
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.34
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",45.3
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",17.18
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.68
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.43
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.6
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.7
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.09
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.79
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.34
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.45
