"","komitet","procent"
"1","Liczba wyborców",72
"2","Liczba kart oddanych",31
"3","Liczba głosów ważnych",31
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.13
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",12.9
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",22.58
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",35.48
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.23
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",3.23
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.23
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",3.23
