"","komitet","procent"
"1","Liczba wyborców",1768
"2","Liczba kart oddanych",929
"3","Liczba głosów ważnych",891
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.05
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.25
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.67
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",44.56
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",28.28
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.12
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.34
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",2.47
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.56
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.9
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.67
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.56
