"","komitet","procent"
"1","Liczba wyborców",1592
"2","Liczba kart oddanych",668
"3","Liczba głosów ważnych",623
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.45
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.01
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.96
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.33
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.82
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.48
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.8
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.48
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",6.1
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.28
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.16
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.12
