"","komitet","procent"
"1","Liczba wyborców",1977
"2","Liczba kart oddanych",919
"3","Liczba głosów ważnych",834
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.79
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.96
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.84
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",36.09
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",29.14
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.72
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.6
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.48
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.28
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.72
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",3.48
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0.12
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.48
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.32
