"","komitet","procent"
"1","Liczba wyborców",2368
"2","Liczba kart oddanych",1074
"3","Liczba głosów ważnych",1013
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",14.12
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",33.46
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.39
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",26.65
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",21.52
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.2
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.79
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.2
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.1
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.09
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.39
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.49
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.59
