"","komitet","procent"
"1","Liczba wyborców",2039
"2","Liczba kart oddanych",1043
"3","Liczba głosów ważnych",965
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20.1
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.01
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.52
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.17
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",27.88
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.66
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.1
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.04
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.73
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.1
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.76
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.1
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.83
