"","komitet","procent"
"1","Liczba wyborców",1797
"2","Liczba kart oddanych",884
"3","Liczba głosów ważnych",834
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",19.18
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.8
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.57
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.3
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.72
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.48
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.72
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.4
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.48
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.96
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.36
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.04
