"","komitet","procent"
"1","Liczba wyborców",1936
"2","Liczba kart oddanych",1271
"3","Liczba głosów ważnych",1245
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",17.35
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.37
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.24
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",55.98
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",13.49
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.29
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.24
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",1.93
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.74
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.08
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.49
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.24
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.56
