"","komitet","procent"
"1","Liczba wyborców",1499
"2","Liczba kart oddanych",746
"3","Liczba głosów ważnych",727
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",24.07
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.51
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.69
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",49.24
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",17.06
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.1
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.41
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.16
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.28
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.79
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.14
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.55
