"","komitet","procent"
"1","Liczba wyborców",1421
"2","Liczba kart oddanych",756
"3","Liczba głosów ważnych",638
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.54
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",51.57
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.63
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",11.44
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",17.24
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.31
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.16
"11","KOMITET WYBORCZY NASZ DOM POLSKA - SAMOOBRONA ANDRZEJA LEPPERA",0.47
"12","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"13","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",1.57
"14","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.16
"15","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.04
"16","KOMITET WYBORCZY POLSKA PATRIOTYCZNA",0.78
"17","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.31
"18","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.78
