"","komitet","procent"
"1","Liczba wyborców",106
"2","Liczba kart oddanych",76
"3","Liczba głosów ważnych",60
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",11.67
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",8.33
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",3.33
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",31.67
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",40
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.67
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",1.67
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",0
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.67
