"","komitet","procent"
"1","Liczba wyborców",935
"2","Liczba kart oddanych",395
"3","Liczba głosów ważnych",356
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.36
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.21
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.69
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",41.29
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",30.06
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.84
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.84
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.56
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",5.06
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.56
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.12
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",1.4
