"","komitet","procent"
"1","Liczba wyborców",1372
"2","Liczba kart oddanych",621
"3","Liczba głosów ważnych",572
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",12.06
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.15
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.35
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",46.5
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",25.7
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.4
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.17
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.87
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.37
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.35
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.62
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.35
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.1
