"","komitet","procent"
"1","Liczba wyborców",1294
"2","Liczba kart oddanych",544
"3","Liczba głosów ważnych",532
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",15.04
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",4.32
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",1.5
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",39.1
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",33.08
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.56
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.38
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",3.38
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.19
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",1.32
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.94
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.19
