"","komitet","procent"
"1","Liczba wyborców",1431
"2","Liczba kart oddanych",815
"3","Liczba głosów ważnych",799
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",20.15
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",1.38
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.63
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",51.19
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",19.15
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",0.88
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.25
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.75
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.38
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",0.38
"15","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.13
"16","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",0.75
