"","komitet","procent"
"1","Liczba wyborców",1739
"2","Liczba kart oddanych",879
"3","Liczba głosów ważnych",816
"4","KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ",16.18
"5","KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE",3.92
"6","KOMITET WYBORCZY POLSKA PARTIA PRACY - SIERPIEŃ 80",0.61
"7","KOMITET WYBORCZY PLATFORMA OBYWATELSKA RP",42.28
"8","KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ",24.02
"9","KOMITET WYBORCZY PRAWICA RZECZYPOSPOLITEJ",1.59
"10","KOMITET WYBORCZY RUCH PRZEŁOMU NARODOWEGO",0.98
"11","KOMITET WYBORCZY UNIA POLITYKI REALNEJ",0.25
"12","KOMITET WYBORCZY WYBORCÓW RUCH WYBORCÓW JANUSZA KORWIN-MIKKE",4.9
"13","KOMITET WYBORCZY ZWIĄZKU SŁOWIAŃSKIEGO",0.25
"14","KOMITET WYBORCZY WYBORCÓW KRAJOWA WSPÓLNOTA SAMORZĄDOWA",2.21
"15","KOMITET WYBORCZY WYBORCÓW POLSKI KIERUNEK",0
"16","KOMITET WYBORCZY LIGA POLSKICH RODZIN",0.61
"17","KOMITET WYBORCZY KRAJOWA PARTIA EMERYTÓW I RENCISTÓW",2.21
